n_HD	HD	DM	GC	HR	HIP	RAJ2000	DEJ2000	Vmag	Fl	Bayer	Cst	Simbad
 	  9672	BD-16   265 	 1903	 451	  7345	01 34 37.72	-15 40 34.9	 5.62	 49	     	Cet	Simbad
 	  9766	BD+13   240 	 1929	 455	  7436	01 35 46.44	+14 39 41.2	 6.23	101	     	Psc	Simbad
 	  9774	BD+72    86 	 1955	 456	  7650	01 38 30.94	+73 02 24.3	 5.28	 40	     	Cas	Simbad
X	  9826	BD+40   332 	 1948	 458	  7513	01 36 47.98	+41 24 23.0	 4.10	 50	ups  	And	Simbad
X	  9826	BD+40   332 	 1948	 458	  7513	01 36 47.98	+41 24 23.0	 4.10	   	nu.  	And	Simbad
 	  9856	BD-16   270 	 1941	 459	  7450	01 35 58.96	-15 24 00.8	 5.41	 50	     	Cet	Simbad
 	  9906	CD-30   540 	 1947	 462	  7463	01 36 08.43	-29 54 26.8	 5.69	   	tau  	Scl	Simbad
 	  9919	BD+11   205 	 1954	 463	  7535	01 37 05.96	+12 08 29.4	 5.54	102	pi.  	Psc	Simbad
X	  9927	BD+47   467 	 1966	 464	  7607	01 37 59.50	+48 37 42.6	 3.59	 51	     	And	Simbad
X	  9927	BD+47   467 	 1966	 464	  7607	01 37 59.50	+48 37 42.6	 3.59	   	ups  	Per	Simbad
 	 10072	BD+43   343 	 1991	 469	  7719	01 39 21.02	+44 23 10.1	 5.01	 52	chi  	And	Simbad
 	 10135	BD+13   255 	 2000	    	  7710	01 39 15.39	+14 17 08.3	 6.74	104	     	Psc	Simbad
M	 10144	CP-57   334 	 1979	 472	  7588	01 37 42.75	-57 14 12.0	 0.45	   	alf  	Eri	Simbad
 	 10164	BD+15   245 	 2007	 475	  7740	01 39 40.77	+16 24 21.2	 5.98	105	     	Psc	Simbad
 	 10205	BD+39   378 	 2025	 477	  7818	01 40 34.80	+40 34 37.6	 4.96	 53	tau  	And	Simbad
 	 10221	BD+67   149 	 2045	 478	  7965	01 42 20.44	+68 02 35.0	 5.57	 43	     	Cas	Simbad
 	 10250	BD+69   114 	 2059	 480	  8016	01 42 55.73	+70 37 21.2	 5.18	 42	     	Cas	Simbad
X	 10360	CP-56   329A	 2030	 486	  7751	01 39 47.24	-56 11 47.2	 5.76	   	p    	Eri	Simbad
X	 10360	CP-56   329A	 2030	 486	  7751	01 39 47.24	-56 11 47.2	 5.76	  6	p    	Eri	Simbad
 	 10361	CP-56   329B	     	 487	      	01 39 47.80	-56 11 41.0	 5.76	   	p    	Eri	Simbad
 	 10380	BD+04   293 	 2055	 489	  7884	01 41 25.91	+05 29 15.4	 4.45	106	nu.  	Psc	Simbad
 	 10425	BD+59   307 	 2086	 491	  8046	01 43 19.74	+60 33 04.9	 5.78	 44	     	Cas	Simbad
 	 10476	BD+19   279 	 2080	 493	  7981	01 42 29.95	+20 16 12.5	 5.24	107	     	Psc	Simbad
X	 10516	BD+49   444 	 2102	 496	  8068	01 43 39.62	+50 41 19.6	 4.01	   	phi  	Per	Simbad
X	 10516	BD+49   444 	 2102	 496	  8068	01 43 39.62	+50 41 19.6	 4.01	 54	phi  	Per	Simbad
 	 10537	CD-32   666 	 2085	 497	  7955	01 42 08.65	-32 19 36.7	 5.25	   	pi.  	Scl	Simbad
X	 10647	CP-54   365 	 2104	 506	  7978	01 42 29.15	-53 44 26.1	 5.52	   	q01  	Eri	Simbad
X	 10647	CP-54   365 	 2104	 506	  7978	01 42 29.15	-53 44 26.1	 5.52	  5	G    	Eri	Simbad
 	 10697	BD+19   282 	 2131	 508	  8159	01 44 55.85	+20 05 00.3	 6.27	109	     	Psc	Simbad
 	 10700	BD-16   295 	 2123	 509	  8102	01 44 05.13	-15 56 22.4	 3.49	 52	tau  	Cet	Simbad
M	 10761	BD+08   273 	 2139	 510	  8198	01 45 23.59	+09 09 27.5	 4.26	110	omi  	Psc	Simbad
 	 10830	CD-25   704 	 2145	 514	  8209	01 45 38.65	-25 03 08.8	 5.29	   	eps  	Scl	Simbad
 	 10845	BD+16   196 	 2156	 515	  8271	01 46 35.27	+17 24 45.7	 6.55	  3	     	Ari	Simbad
 	 10859	CP-79    44 	 2111	 516	  7879	01 41 21.29	-79 08 53.7	 6.33	   	tau01	Hyi	Simbad
 	 10934	CD-51   419 	 2163	 519	  8240	01 46 05.93	-50 48 58.4	 5.49	120	     	Phe	Simbad
X	 10939	CP-54   377 	 2165	 520	  8241	01 46 06.14	-53 31 19.9	 5.04	   	q02  	Eri	Simbad
X	 10939	CP-54   377 	 2165	 520	  8241	01 46 06.14	-53 31 19.9	 5.04	   	q01  	Eri	Simbad
 	 10982	BD+16   203 	 2188	 522	  8387	01 48 10.90	+16 57 20.3	 5.86	  4	     	Ari	Simbad
 	 11154	BD+21   243A	 2216	 530	  8544	01 50 08.58	+22 16 31.3	 5.83	  1	     	Ari	Simbad
 	 11155	BD+21   243B	     	    	      	01 50 08.50	+22 16 33.0	 5.90	  1	     	Ari	Simbad
 	 11171	BD-11   352 	 2212	 531	  8497	01 49 35.19	-10 41 10.3	 4.66	 53	chi  	Cet	Simbad
 	 11241	BD+54   396 	 2241	 533	  8704	01 51 59.31	+55 08 50.7	 5.53	  1	     	Per	Simbad
 	 11257	BD+10   252 	 2229	 534	  8588	01 50 52.01	+11 02 36.4	 5.92	 54	     	Cet	Simbad
 	 11291	BD+50   379 	 2246	 536	  8714	01 52 09.35	+50 47 34.3	 5.70	  2	     	Per	Simbad
M	 11353	BD-11   359 	 2249	 539	  8645	01 51 27.61	-10 20 05.8	 3.74	 55	zet  	Cet	Simbad
M	 11415	BD+62   320 	 2289	 542	  8886	01 54 23.68	+63 40 12.5	 3.35	 45	eps  	Cas	Simbad
 	 11428	BD+40   394 	 2274	 543	  8814	01 53 17.35	+40 43 47.3	 5.42	 55	     	And	Simbad
M	 11443	BD+28   312 	 2272	 544	  8796	01 53 04.90	+29 34 45.8	 3.42	  2	alf  	Tri	Simbad
X	 11502	BD+18   243B	 2290	 546	  8832	01 53 31.77	+19 17 38.7	 3.88	  5	gam01	Ari	Simbad
X	 11502	BD+18   243B	 2290	 546	  8832	01 53 31.77	+19 17 38.7	 3.88	  5	gam02	Ari	Simbad
X	 11503	BD+18   243A	 2291	 545	      	01 53 31.80	+19 17 45.0	 4.83	  5	gam02	Ari	Simbad
X	 11503	BD+18   243A	 2291	 545	      	01 53 31.80	+19 17 45.0	 4.83	  5	gam01	Ari	Simbad
 	 11529	BD+67   169 	 2313	 548	  9009	01 56 00.00	+68 41 07.0	 4.97	 46	ome  	Cas	Simbad
 	 11559	BD+02   290 	 2293	 549	  8833	01 53 33.34	+03 11 14.9	 4.61	111	ksi  	Psc	Simbad
 	 11604	CP-80    35 	 2228	 550	  8366	01 47 46.69	-80 10 34.2	 6.05	   	tau02	Hyi	Simbad
M	 11636	BD+20   306 	 2309	 553	  8903	01 54 38.35	+20 48 29.9	 2.64	  6	bet  	Ari	Simbad
 	 11695	CD-46   552 	 2303	 555	  8837	01 53 38.82	-46 18 08.8	 4.39	   	psi  	Phe	Simbad
 	 11733	CP-68    96 	 2298	    	  8751	01 52 34.74	-67 56 40.2	 6.77	   	eta01	Hyi	Simbad
 	 11749	BD+36   355 	 2324	 557	  9021	01 56 09.23	+37 15 06.5	 5.69	 56	     	And	Simbad
 	 11753	CD-43   583 	 2315	 558	  8882	01 54 22.06	-42 29 48.8	 5.12	   	phi  	Phe	Simbad
X	 11763	BD+22   284 	 2323	 559	  8993	01 55 51.03	+23 34 38.4	 5.76	  7	     	Ari	Simbad
X	 11763	BD+22   284 	 2323	 559	  8993	01 55 51.03	+23 34 38.4	 5.76	  7	RR   	Ari	Simbad
 	 11909	BD+17   289 	 2347	 563	  9110	01 57 21.03	+17 49 03.3	 5.09	  8	iot  	Ari	Simbad
 	 11930	CD-23   721 	 2343	 565	  9061	01 56 40.16	-22 31 36.2	 4.92	 56	     	Cet	Simbad
 	 11937	CP-52   241 	 2339	 566	  9007	01 55 56.83	-51 36 34.5	 3.69	   	chi  	Eri	Simbad
 	 11949	BD+48   576 	 2372	 568	  9222	01 58 33.50	+49 12 15.3	 5.70	  3	     	Per	Simbad
 	 11973	BD+22   288 	 2366	 569	  9153	01 57 55.78	+23 35 45.9	 4.79	  9	lam  	Ari	Simbad
 	 11977	CP-68   101 	 2331	 570	  8928	01 54 56.01	-67 38 50.9	 4.68	   	eta02	Hyi	Simbad
 	 12020	BD-02   330 	 2375	    	  9165	01 57 59.39	-02 03 34.2	 6.52	 58	     	Cet	Simbad
 	 12021	BD-02   329 	     	    	  9155	01 57 56.08	-02 05 58.8	 8.83	 58	     	Cet	Simbad
M	 12111	BD+70   153 	 2424	 575	  9480	02 01 57.55	+70 54 25.4	 4.49	 48	A    	Cas	Simbad
 	 12211	BD+27   318 	     	    	  9383	02 00 33.76	+27 53 19.5	 9.10	   	chi  	Tri	Simbad
 	 12216	BD+71   117 	 2445	 580	  9598	02 03 26.19	+72 25 16.5	 3.95	 50	     	Cas	Simbad
 	 12230	BD+76    63 	 2459	 581	  9727	02 05 07.05	+77 16 53.2	 5.27	 47	     	Cas	Simbad
 	 12235	BD+02   311 	 2416	 582	  9353	02 00 09.02	+03 05 51.5	 5.89	112	     	Psc	Simbad
 	 12255	BD-21   356 	 2411	 583	  9326	01 59 46.19	-20 49 28.5	 5.43	 57	     	Cet	Simbad
 	 12274	BD-21   358 	 2419	 585	  9347	02 00 00.22	-21 04 40.0	 3.99	 59	ups  	Cet	Simbad
 	 12279	BD+64   282 	 2446	 586	  9564	02 02 52.49	+64 54 05.4	 6.00	 52	     	Cas	Simbad
 	 12301	BD+63   274 	 2451	 589	  9573	02 03 00.19	+64 23 24.1	 5.59	 53	     	Cas	Simbad
 	 12303	BD+53   439 	 2442	 590	  9505	02 02 18.07	+54 29 15.2	 4.99	  4	g    	Per	Simbad
 	 12311	CP-62   162 	 2405	 591	  9236	01 58 45.87	-61 34 11.7	 2.86	   	alf  	Hyi	Simbad
 	 12339	BD+75    86 	 2475	 592	  9763	02 05 31.58	+76 06 54.4	 5.22	 49	     	Cas	Simbad
 	 12363	CP-78    42 	 2377	 593	  8991	01 55 50.25	-78 20 55.2	 6.15	   	sig  	Hyi	Simbad
 	 12438	CD-30   703 	 2443	 594	  9440	02 01 14.80	-30 00 05.6	 5.34	   	pi.  	For	Simbad
X	 12446	BD+02   317B	 2452	 595	  9487	02 02 02.80	+02 45 49.5	 3.82	113	alf  	Psc	Simbad
X	 12446	BD+02   317B	 2452	 595	  9487	02 02 02.80	+02 45 49.5	 3.82	113	alf02	Psc	Simbad
X	 12447	BD+02   317A	     	 596	      	02 02 02.80	+02 45 49.0	 4.33	113	alf  	Psc	Simbad
X	 12447	BD+02   317A	     	 596	      	02 02 02.80	+02 45 49.0	 4.33	113	alf01	Psc	Simbad
 	 12471	BD+32   369 	 2458	 599	  9570	02 02 57.97	+33 17 02.9	 5.50	  3	eps  	Tri	Simbad
 	 12524	CD-45   659 	 2455	 602	  9459	02 01 42.40	-44 42 48.2	 5.15	   	chi  	Phe	Simbad
X	 12533	BD+41   395A	 2477	 603	  9640	02 03 53.92	+42 19 47.5	 2.10	 57	gam01	And	Simbad
X	 12533	BD+41   395A	 2477	 603	  9640	02 03 53.92	+42 19 47.5	 2.10	 57	gam02	And	Simbad
X	 12534	BD+41   395B	 2479	 604	      	02 03 54.70	+42 19 51.0	 4.84	 57	gam02	And	Simbad
X	 12534	BD+41   395B	 2479	 604	      	02 03 54.70	+42 19 51.0	 4.84	   	ups  	And	Simbad
 	 12558	BD+25   341 	 2476	 605	  9621	02 03 39.26	+25 56 07.6	 5.64	 10	     	Ari	Simbad
 	 12573	BD-00   307 	 2474	 607	  9589	02 03 11.61	+00 07 42.4	 5.42	 60	     	Cet	Simbad
 	 12641	BD-01   285 	 2488	 610	  9631	02 03 48.12	-00 20 24.5	 5.96	 61	     	Cet	Simbad
 	 12767	CD-29   706 	 2506	 612	  9677	02 04 29.43	-29 17 48.6	 4.68	   	nu.  	For	Simbad
 	 12800	BD+70   163 	 2544	    	 10031	02 09 07.69	+71 33 09.3	 6.57	 54	     	Cas	Simbad
 	 12869	BD+21   279 	 2527	 613	  9836	02 06 33.91	+22 38 54.3	 5.03	 12	kap  	Ari	Simbad
 	 12885	BD+25   349 	 2534	 615	  9859	02 06 49.22	+25 42 16.5	 6.01	 11	     	Ari	Simbad
M	 12929	BD+22   306 	 2538	 617	  9884	02 07 10.29	+23 27 46.0	 2.01	 13	alf  	Ari	Simbad
 	 13041	BD+37   486 	 2552	 620	  9977	02 08 29.15	+37 51 33.1	 4.78	 58	     	And	Simbad
 	 13161	BD+34   381 	 2572	 622	 10064	02 09 32.52	+34 59 14.6	 3.00	  4	bet  	Tri	Simbad
 	 13174	BD+25   355 	 2573	 623	 10053	02 09 25.29	+25 56 23.9	 4.98	 14	     	Ari	Simbad
 	 13267	BD+56   438 	 2604	 627	 10227	02 11 29.19	+57 38 44.0	 6.38	  5	     	Per	Simbad
 	 13294	BD+38   425A	 2600	 628	 10176	02 10 52.83	+39 02 22.5	 6.09	 59	     	And	Simbad
 	 13295	BD+38   425B	 2602	 629	 10180	02 10 53.67	+39 02 36.0	 6.82	 59	     	And	Simbad
 	 13325	BD+18   277 	 2601	 631	 10155	02 10 37.54	+19 30 01.5	 5.68	 15	     	Ari	Simbad
 	 13363	BD+25   362 	 2609	 633	 10203	02 11 12.06	+25 56 13.0	 6.01	 16	     	Ari	Simbad
 	 13372	BD+30   347 	 2613	 634	 10220	02 11 25.00	+31 31 35.1	 6.24	  5	     	Tri	Simbad
 	 13421	BD+07   347 	 2619	 635	 10212	02 11 21.16	+08 34 12.3	 5.64	 64	     	Cet	Simbad
 	 13468	BD-02   375 	 2624	 639	 10234	02 11 35.84	-01 49 31.3	 5.94	 63	     	Cet	Simbad
 	 13474	BD+65   239A	 2661	 640	 10438	02 14 29.10	+66 31 28.0	 6.05	 55	     	Cas	Simbad
X	 13480	BD+29   371 	 2633	 642	 10280	02 12 22.32	+30 18 11.6	 4.94	  6	     	Tri	Simbad
X	 13480	BD+29   371 	 2633	 642	 10280	02 12 22.32	+30 18 11.6	 4.94	  6	iot  	Tri	Simbad
 	 13520	BD+43   447 	 2645	 643	 10340	02 13 13.34	+44 13 54.1	 4.84	 60	b    	And	Simbad
 	 13530	BD+50   481 	 2653	 645	 10366	02 13 36.02	+51 03 58.4	 5.31	  6	     	Per	Simbad
 	 13555	BD+20   348 	 2643	 646	 10306	02 12 47.98	+21 12 39.5	 5.23	 17	eta  	Ari	Simbad
 	 13596	BD+14   357 	 2655	 648	 10328	02 13 03.25	+15 16 47.7	 5.72	 19	     	Ari	Simbad
X	 13611	BD+08   345 	 2656	 649	 10324	02 13 00.01	+08 50 48.3	 4.36	 65	ksi01	Cet	Simbad
X	 13611	BD+08   345 	 2656	 649	 10324	02 13 00.01	+08 50 48.3	 4.36	 65	ksi  	Cet	Simbad
 	 13612	BD-03   336 	 2652	 650	 10305	02 12 47.32	-02 23 36.5	 5.65	 66	     	Cet	Simbad
 	 13709	CD-31   882 	 2663	 652	 10320	02 12 54.46	-30 43 25.8	 5.27	   	mu.  	For	Simbad
 	 13869	BD+32   409 	 2710	 655	 10559	02 15 56.30	+33 21 32.3	 5.25	  7	     	Tri	Simbad
 	 13871	BD+25   373 	 2707	 656	 10540	02 15 45.94	+25 46 59.2	 5.79	 20	     	Ari	Simbad
 	 13872	BD+24   329 	 2706	 657	 10535	02 15 42.83	+25 02 35.7	 5.57	 21	     	Ari	Simbad
 	 13974	BD+33   395 	 2733	 660	 10644	02 17 02.42	+34 13 29.4	 4.84	  8	del  	Tri	Simbad
 	 13982	BD+57   535 	 2746	 661	 10718	02 17 59.82	+57 53 59.3	 5.75	  8	     	Per	Simbad
M	 13994	BD+56   486 	 2752	 662	 10729	02 18 04.60	+57 30 58.8	 5.99	  7	chi  	Per	Simbad
 	 14055	BD+33   397 	 2742	 664	 10670	02 17 18.84	+33 50 50.4	 4.03	  9	gam  	Tri	Simbad
 	 14129	BD-07   393 	 2748	 666	 10642	02 16 58.99	-06 25 18.7	 5.51	 67	     	Cet	Simbad
 	 14141	CP-68   126 	 2715	 667	 10418	02 14 14.50	-67 50 29.6	 5.57	   	pi.01	Hyi	Simbad
 	 14191	BD+19   340 	 2767	 669	 10732	02 18 07.55	+19 54 04.2	 5.58	 22	the  	Ari	Simbad
 	 14212	BD+46   552 	 2779	 670	 10819	02 19 16.85	+47 22 48.0	 5.31	 62	c    	And	Simbad
 	 14228	CP-52   285 	 2756	 674	 10602	02 16 30.50	-51 30 43.6	 3.56	   	phi  	Eri	Simbad
 	 14252	BD+27   360 	 2781	 675	 10793	02 18 56.99	+28 38 33.6	 5.29	 10	     	Tri	Simbad
 	 14287	CP-68   128 	 2745	 678	 10513	02 15 28.56	-67 44 46.8	 5.67	   	pi.02	Hyi	Simbad
M	 14386	BD-03   353 	 2796	 681	 10826	02 19 20.79	-02 58 37.4	 6.47	 68	omi  	Cet	Simbad
 	 14392	BD+49   640 	 2813	 682	 10944	02 20 58.17	+50 09 05.5	 5.57	 63	     	And	Simbad
 	 14489	BD+55   598 	 2836	 685	 11060	02 22 21.43	+55 50 44.4	 5.16	  9	i    	Per	Simbad
 	 14652	BD-00   355 	 2846	 689	 11021	02 21 56.64	+00 23 44.5	 5.29	 69	     	Cet	Simbad
 	 14690	BD-01   322 	 2850	 691	 11046	02 22 12.41	-00 53 05.1	 5.42	 70	     	Cet	Simbad
 	 14770	BD+49   649 	 2877	 694	 11220	02 24 24.89	+50 00 23.9	 5.19	 64	     	And	Simbad
 	 14802	CD-24  1038 	 2862	 695	 11072	02 22 32.42	-23 48 58.7	 5.19	   	kap  	For	Simbad
 	 14818	BD+55   612 	 2885	 696	 11279	02 25 16.03	+56 36 35.4	 6.25	 10	     	Per	Simbad
 	 14872	BD+49   656 	 2902	 699	 11313	02 25 37.40	+50 16 43.2	 4.73	 65	     	And	Simbad
 	 14951	BD+09   316 	 2901	 702	 11249	02 24 49.04	+10 36 38.2	 5.48	 24	ksi  	Ari	Simbad
 	 15004	BD-03   374 	 2910	 704	 11261	02 24 58.39	-02 46 48.1	 6.34	 71	     	Cet	Simbad
 	 15008	CP-69   113 	 2872	 705	 11001	02 21 45.02	-68 39 33.9	 4.08	   	del  	Hyi	Simbad
 	 15089	BD+66   213 	 2952	 707	 11569	02 29 03.99	+67 24 08.6	 4.46	   	iot  	Cas	Simbad
 	 15130	BD-12   451 	 2932	 708	 11345	02 25 57.01	-12 17 25.6	 4.88	 72	rho  	Cet	Simbad
 	 15138	BD+49   666 	 2944	 709	 11465	02 27 51.75	+50 34 12.7	 6.16	 66	     	And	Simbad
 	 15176	BD+31   427 	 2943	 712	 11432	02 27 27.79	+31 48 04.9	 5.55	 11	     	Tri	Simbad
 	 15228	BD+09   323 	 2946	    	 11427	02 27 23.56	+10 11 55.7	 6.45	 25	     	Ari	Simbad
 	 15233	CP-60   199 	 2931	 714	 11258	02 24 53.99	-60 18 41.9	 5.36	   	lam  	Hor	Simbad
 	 15248	CP-74   194 	 2913	 715	 11095	02 22 52.47	-73 38 45.0	 5.99	   	kap  	Hyi	Simbad
 	 15257	BD+29   417 	 2956	 717	 11486	02 28 09.99	+29 40 10.3	 5.29	 12	     	Tri	Simbad
 	 15318	BD+07   388 	 2960	 718	 11484	02 28 09.52	+08 27 36.3	 4.30	 73	ksi02	Cet	Simbad
 	 15335	BD+29   423 	 2964	 720	 11548	02 28 48.54	+29 55 53.7	 5.89	 13	     	Tri	Simbad
 	 15371	CD-48   637 	 2954	 721	 11407	02 26 59.10	-47 42 13.8	 4.24	   	kap  	Eri	Simbad
 	 15427	CD-34   905 	 2967	 724	 11477	02 28 01.69	-33 48 39.8	 5.13	   	phi  	For	Simbad
 	 15550	BD+19   365 	 3003	 729	 11678	02 30 38.37	+19 51 19.4	 6.14	 26	     	Ari	Simbad
 	 15596	BD+17   380 	 3009	 731	 11698	02 30 54.38	+17 42 14.6	 6.21	 27	     	Ari	Simbad
 	 15656	BD+35   497 	 3032	 736	 11784	02 32 06.14	+36 08 50.0	 5.15	 14	     	Tri	Simbad
 	 15779	BD-01   353 	 3043	 739	 11791	02 32 09.44	-01 02 05.3	 5.36	 75	     	Cet	Simbad
 	 15798	BD-15   449 	 3045	 740	 11783	02 32 05.28	-15 14 39.6	 4.74	 76	sig  	Cet	Simbad
 	 15814	BD+14   419 	 3055	 741	 11843	02 32 54.15	+15 02 04.1	 6.00	 29	     	Ari	Simbad
 	 15975	CD-35   877 	 3067	 744	 11867	02 33 07.04	-34 38 59.7	 5.91	   	lam01	For	Simbad
 	 16046	CD-28   819 	 3083	 749	 11918	02 33 50.71	-28 13 56.4	 4.96	   	ome  	For	Simbad
 	 16058	BD+34   469 	 3103	 750	 12086	02 35 46.80	+34 41 15.7	 5.38	 15	     	Tri	Simbad
 	 16074	BD-08   484 	 3091	 752	 12002	02 34 42.59	-07 51 33.4	 5.74	 77	     	Cet	Simbad
 	 16141	BD-04   426 	 3106	    	 12048	02 35 20.02	-03 33 34.3	 6.83	 79	     	Cet	Simbad
 	 16161	BD+04   418 	 3117	 754	 12093	02 35 52.49	+05 35 35.9	 4.87	 78	nu.  	Cet	Simbad
 	 16212	BD-08   489 	 3126	 759	 12107	02 36 00.07	-07 49 53.2	 5.53	 80	     	Cet	Simbad
 	 16232	BD+24   375 	 3137	 764	 12184	02 36 57.74	+24 38 53.0	 6.68	 30	     	Ari	Simbad
 	 16234	BD+11   360 	 3133	 763	 12153	02 36 37.75	+12 26 52.2	 5.64	 31	     	Ari	Simbad
 	 16246	BD+24   376 	 3140	 765	 12189	02 37 00.44	+24 38 50.1	 6.48	 30	     	Ari	Simbad
 	 16307	CD-30   958 	 3136	 767	 12122	02 36 09.28	-30 02 41.9	 5.74	   	iot01	For	Simbad
 	 16400	BD-04   436 	 3158	 771	 12247	02 37 41.78	-03 23 45.8	 5.65	 81	     	Cet	Simbad
 	 16417	CD-35   903 	 3153	 772	 12186	02 36 58.62	-34 34 38.4	 5.78	   	lam02	For	Simbad
 	 16432	BD+21   362 	 3167	 773	 12332	02 38 49.00	+21 57 41.2	 5.45	 32	nu.  	Ari	Simbad
 	 16522	CP-79    66 	 3102	 776	 11757	02 31 40.12	-79 06 33.3	 5.27	   	mu.  	Hyi	Simbad
 	 16538	CD-30   973 	 3170	 777	 12288	02 38 18.60	-30 11 38.0	 5.84	   	iot02	For	Simbad
 	 16555	CP-53   457 	 3166	 778	 12225	02 37 24.26	-52 32 35.1	 5.30	   	eta  	Hor	Simbad
 	 16582	BD-00   406 	 3192	 779	 12387	02 39 28.95	+00 19 42.7	 4.08	 82	del  	Cet	Simbad
 	 16620	BD-12   501 	 3199	 781	 12390	02 39 33.73	-11 52 17.7	 4.83	 83	eps  	Cet	Simbad
 	 16628	BD+26   443 	 3215	 782	 12489	02 40 41.03	+27 03 39.6	 5.30	 33	     	Ari	Simbad
 	 16727	BD+54   598 	 3253	 785	 12692	02 43 02.80	+55 06 21.9	 5.76	 11	     	Per	Simbad
 	 16739	BD+39   610 	 3245	 788	 12623	02 42 14.93	+40 11 39.8	 4.91	 12	     	Per	Simbad
 	 16754	CD-43   814 	 3217	 789	 12413	02 39 47.92	-42 53 29.9	 4.74	   	s    	Eri	Simbad
 	 16765	BD-01   377 	 3235	 790	 12530	02 41 13.87	-00 41 43.3	 5.72	 84	     	Cet	Simbad
 	 16811	BD+19   403 	 3256	 793	 12640	02 42 21.92	+20 00 41.7	 5.74	 34	mu.  	Ari	Simbad
 	 16815	CD-40   689 	 3237	 794	 12486	02 40 39.93	-39 51 19.1	 4.11	   	iot  	Eri	Simbad
 	 16861	BD+10   360 	 3260	 797	 12647	02 42 28.95	+10 44 30.4	 6.32	 85	     	Cet	Simbad
 	 16895	BD+48   746 	 3277	 799	 12777	02 44 11.69	+49 13 43.2	 4.10	 13	the  	Per	Simbad
 	 16901	BD+43   566 	 3278	 800	 12768	02 44 05.16	+44 17 49.4	 5.43	 14	     	Per	Simbad
 	 16908	BD+27   424 	 3273	 801	 12719	02 43 27.11	+27 42 25.8	 4.65	 35	     	Ari	Simbad
 	 16920	CP-55   446 	 3246	 802	 12484	02 40 39.58	-54 32 59.7	 5.21	   	zet  	Hor	Simbad
M	 16970	BD+02   422 	 3276	 804	 12706	02 43 18.12	+03 14 10.2	 3.47	 86	gam  	Cet	Simbad
 	 16978	CP-68   161 	 3240	 806	 12394	02 39 35.22	-68 16 01.0	 4.12	   	eps  	Hyi	Simbad
 	 17017	BD+17   426 	 3294	 808	 12784	02 44 19.09	+17 45 50.5	 6.40	 36	     	Ari	Simbad
 	 17036	BD+14   457 	 3303	 809	 12803	02 44 32.97	+15 18 42.8	 5.78	 37	omi  	Ari	Simbad
 	 17051	CD-51   641 	 3279	 810	 12653	02 42 33.16	-50 48 03.0	 5.40	   	iot  	Hor	Simbad
 	 17081	BD-14   519 	 3300	 811	 12770	02 44 07.35	-13 51 31.2	 4.24	 89	pi.  	Cet	Simbad
 	 17093	BD+11   377 	 3308	 812	 12832	02 44 57.51	+12 26 45.5	 5.17	 38	     	Ari	Simbad
 	 17094	BD+09   359 	 3309	 813	 12828	02 44 56.37	+10 06 51.2	 4.27	 87	mu.  	Cet	Simbad
 	 17138	BD+69   179 	 3345	 815	 13133	02 48 55.51	+69 38 03.1	 6.26	   	RZ   	Cas	Simbad
 	 17206	BD-19   518 	 3318	 818	 12843	02 45 05.98	-18 34 21.5	 4.47	  1	tau01	Eri	Simbad
 	 17361	BD+28   462 	 3356	 824	 13061	02 47 54.44	+29 14 50.7	 4.52	 39	     	Ari	Simbad
 	 17459	BD+17   442 	 3369	 828	 13108	02 48 32.06	+18 17 01.9	 5.83	 40	     	Ari	Simbad
 	 17463	BD+68   200 	 3403	 829	 13367	02 51 58.75	+68 53 18.7	 5.94	   	SU   	Cas	Simbad
X	 17504	CP-64   196 	 3346	 833	 12871	02 45 27.45	-63 42 16.3	 5.73	   	gam  	Hor	Simbad
X	 17504	CP-64   196 	 3346	 833	 12871	02 45 27.45	-63 42 16.3	 5.73	 20	G    	Hor	Simbad
M	 17506	BD+55   714 	 3390	 834	 13268	02 50 41.79	+55 53 43.9	 3.77	 15	eta  	Per	Simbad
 	 17528	CD-36  1050 	 3363	 835	 13040	02 47 33.78	-35 33 01.9	 6.51	   	eta01	For	Simbad
 	 17543	BD+16   355 	 3378	 836	 13165	02 49 17.56	+17 27 51.6	 5.26	 42	pi.  	Ari	Simbad
 	 17566	CP-68   169 	 3354	 837	 12876	02 45 32.53	-67 37 00.2	 4.83	   	zet  	Hyi	Simbad
M	 17573	BD+26   471 	 3391	 838	 13209	02 49 58.99	+27 15 38.8	 3.61	 41	c    	Ari	Simbad
 	 17584	BD+37   646 	 3401	 840	 13254	02 50 34.91	+38 19 08.1	 4.22	 16	     	Per	Simbad
 	 17652	CD-32  1025 	 3387	 841	 13147	02 49 05.36	-32 24 22.6	 4.45	   	bet  	For	Simbad
 	 17709	BD+34   527 	 3419	 843	 13328	02 51 30.83	+35 03 35.6	 4.56	 17	     	Per	Simbad
 	 17713	CD-25  1120 	 3404	 844	 13197	02 49 50.99	-24 33 36.0	 6.14	   	gam01	For	Simbad
 	 17729	CD-28   903 	 3405	 845	 13202	02 49 54.15	-27 56 31.3	 5.39	   	gam02	For	Simbad
 	 17769	BD+14   480 	 3427	 847	 13327	02 51 29.57	+15 04 55.7	 5.52	 43	sig  	Ari	Simbad
 	 17793	CD-36  1067 	 3414	 848	 13225	02 50 14.75	-35 50 37.3	 5.92	   	eta02	For	Simbad
M	 17824	BD-21   509 	 3429	 850	 13288	02 51 02.35	-21 00 14.3	 4.76	  2	tau02	Eri	Simbad
